gene_name gene zscore effect_size pvalue var_g pred_perf_r2 pred_perf_pval pred_perf_qval n_snps_used n_snps_in_cov n_snps_in_model tissue ENSG CHR START_POS END_POS arm_vector
ENSR00000095059 ENSR00000095059 5.99318027533078 0.115449502666654 2.05776517445181e-09 0.100868118964631 0.222408463286848 2.89418452464626e-05 0.000133217611207982 25 47 47 Brain_Amy ENSR00000095059 17 44425167 44426566 17q21.31
ENSR00000095059 ENSR00000095059 6.99930178689187 0.0532772442894678 2.57241227296707e-12 0.525301612573348 0.389421170614862 8.90294626079502e-13 1.29206861118205e-11 9 16 16 Brain_Fro ENSR00000095059 17 44425167 44426566 17q21.31
ENSR00000095059 ENSR00000095059 5.50718145797356 0.0366571209126964 3.64624367787736e-08 0.699631617195339 0.0846212982181353 0.00490588930137225 0.0091740082040631 38 46 46 Brain_Put ENSR00000095059 17 44425167 44426566 17q21.31
ENSR00000095059 ENSR00000095059 5.6534421003321 0.0637140905945491 1.57266104049177e-08 0.264791003251541 0.309398794535207 3.39742893641023e-10 2.85950268814528e-09 52 80 80 Brain_Cortex ENSR00000095059 17 44425167 44426566 17q21.31
ENSR00000095059 ENSR00000095059 6.90976467551919 0.0547034345797511 4.85458326699557e-12 0.470327086246528 0.299635907978112 9.45552639806417e-09 9.56058780248711e-08 55 74 74 Brain_Hypo ENSR00000095059 17 44425167 44426566 17q21.31
ENSR00000095059 ENSR00000095059 5.85288260756908 0.00929443208933753 4.83125149241116e-09 13.4259678598096 0.339012248371175 1.37237267645473e-10 1.5171742029468e-09 64 87 87 Brain_Cer ENSR00000095059 17 44425167 44426566 17q21.31
ENSR00000095059 ENSR00000095059 6.3371445427572 0.100039302157133 2.34062392014613e-10 0.12722503115986 0.529070904940576 1.00208843110546e-14 5.25539710535308e-13 15 31 31 Brain_Ant ENSR00000095059 17 44425167 44426566 17q21.31
ENSR00000095059 ENSR00000095059 6.13344846472083 0.0147425184630773 8.59942844333332e-10 5.91161803804951 0.351297522834425 9.91931083397425e-13 1.80113801985322e-11 46 70 70 Brain_Cerebellum ENSR00000095059 17 44425167 44426566 17q21.31
ENSR00000095079 ENSR00000095079 5.94624124938982 0.0481852852280029 2.74369688638257e-09 0.452240297745886 0.271185944514618 6.31018050182394e-08 4.56334131389857e-07 59 80 80 Brain_Hypo ENSR00000095079 17 44643167 44644566 17q21.31
ENSR00000095079 ENSR00000095079 5.89946356585456 0.015722394465858 3.64685291136062e-09 4.9101257796249 0.357570388991376 5.54404162176664e-13 1.08265718462801e-11 25 37 37 Brain_Cerebellum ENSR00000095079 17 44643167 44644566 17q21.31
ENSR00000095079 ENSR00000095079 6.33153465644196 0.0824719006616611 2.42734632359285e-10 0.195291287339875 0.390186260022094 3.57573590435243e-10 5.33372596897574e-09 15 27 27 Brain_Ant ENSR00000095079 17 44643167 44644566 17q21.31
ENSR00000095079 ENSR00000095079 6.73822265659857 0.0632388588394068 1.60335744535785e-11 0.350479200442755 0.462227317530866 1.11286099770945e-15 4.84522557464268e-14 9 19 19 Brain_Fro ENSR00000095079 17 44643167 44644566 17q21.31
ENSR00000095079 ENSR00000095079 5.51336319790057 0.0644682494575754 3.52040693775398e-08 0.254225151840086 0.153610955339286 0.000662218390628965 0.00174180131316694 28 67 67 Brain_Amy ENSR00000095079 17 44643167 44644566 17q21.31
ENSR00000095079 ENSR00000095079 6.12894351144756 0.0100983721668793 8.84645254658302e-10 12.7229213646901 0.382768085425335 4.21877556689619e-12 6.30123499566197e-11 33 46 46 Brain_Cer ENSR00000095079 17 44643167 44644566 17q21.31
ENSR00000095079 ENSR00000095079 5.25232059096458 0.0523391392046608 1.50194738294953e-07 0.324228422817964 0.306891262257025 4.14030875832732e-10 3.42763266058245e-09 39 62 62 Brain_Cortex ENSR00000095079 17 44643167 44644566 17q21.31
ENSR00000095079 ENSR00000095079 6.29596958328475 0.0344095821870122 3.05484275417616e-10 1.01274171575258 0.120149461548527 0.000712194328898269 0.00207397249624221 39 47 47 Brain_Put ENSR00000095079 17 44643167 44644566 17q21.31
ENSR00000095079 ENSR00000095079 5.12225662164386 0.0408287137773377 3.01900632213191e-07 0.46065176204941 0.235224917575327 5.98487175866722e-08 5.207888407542e-07 11 29 29 Brain_Nuc ENSR00000095079 17 44643167 44644566 17q21.31
ENSR00000283527 ENSR00000283527 -5.11505280801135 -0.100979443295999 3.13653193606779e-07 0.0916309891117485 0.258809213065709 8.76056079504228e-09 5.16648457143519e-08 27 38 38 Brain_Cau ENSR00000283527 17 43578767 43579166 17q21.31
ENSR00000283527 ENSR00000283527 -4.53777472502439 -0.00726768396145479 5.68509432212934e-06 14.2072361413261 0.406300178090356 4.96551879141366e-15 1.5420200148938e-13 13 25 25 Brain_Cerebellum ENSR00000283527 17 43578767 43579166 17q21.31
ENSR00000283527 ENSR00000283527 -5.12713853602439 -0.00998399401758446 2.94179051576431e-07 9.77357754729639 0.428972798353746 8.16548421411537e-14 1.71109549800268e-12 45 68 68 Brain_Cer ENSR00000283527 17 43578767 43579166 17q21.31
ENSR00000283527 ENSR00000283527 -5.04883941604318 -0.0804432374206989 4.44502171585865e-07 0.137934755469304 0.338011811387184 3.38663949502813e-11 3.71794118475914e-10 17 25 25 Brain_Cortex ENSR00000283527 17 43578767 43579166 17q21.31
ENSR00000283527 ENSR00000283527 -5.5286898768179 -0.143749236449275 3.22631102463188e-08 0.0526771807716234 0.351805465120523 2.0924510757777e-11 2.23457982809468e-10 21 30 30 Brain_Fro ENSR00000283527 17 43578767 43579166 17q21.31
ENSR00000283527 ENSR00000283527 -5.72447822356802 -0.210405912715768 1.03752114286604e-08 0.0270003957175741 0.290479885752924 1.75506479254385e-08 1.52442077117862e-07 118 150 150 Brain_Hypo ENSR00000283527 17 43578767 43579166 17q21.31
ENSR00000283527 ENSR00000283527 -5.64866318041506 -0.110030367148138 1.6170031783397e-08 0.0939612374883482 0.324611443766278 5.52456796661601e-11 1.14174404643398e-09 23 39 39 Brain_Nuc ENSR00000283527 17 43578767 43579166 17q21.31
ENSR00000283527 ENSR00000283527 -4.8824115867232 -0.138985148243785 1.04796230955858e-06 0.0439539674649338 0.323767549802479 3.26175270469394e-09 6.64895743649149e-08 25 41 41 Brain_Put ENSR00000283527 17 43578767 43579166 17q21.31
FAM215B ENSG00000232300 5.21345429350111 0.0826452809010203 1.85356216209152e-07 0.145389277692036 0.334247471104843 4.9003610345776e-20 1.02148439401011e-18 15 22 22 Brain_Cerebellum ENSG00000232300 17 44636196 44640161 17q21.31
FMNL1 ENSG00000184922 -4.52363655718925 -0.0928021421689654 6.07860693100067e-06 0.0830351131823756 0.359213598417996 1.90981611504187e-18 5.6571470517209e-17 19 25 25 Brain_Cerebellar_Hemisphere ENSG00000184922 17 43298811 43324686 17q21.31
FMNL1 ENSG00000184922 -5.99641581342955 -0.103256918075426 2.01720108503363e-09 0.121245196139478 0.329490678283806 1.0310419268811e-19 2.07702505634943e-18 22 30 30 Brain_Cerebellum ENSG00000184922 17 43298811 43324686 17q21.31
KANSL1-AS1 ENSG00000214401 4.67785320356427 0.0619533808891343 2.89893953420744e-06 0.200449638759625 0.569485452522788 1.7483927930701e-33 4.37224588107988e-31 30 38 38 Brain_Cerebellar_Hemisphere ENSG00000214401 17 44270942 44274089 17q21.31
KANSL1-AS1 ENSG00000214401 5.24529418383371 0.0508948815513308 1.56033156028096e-07 0.375551694156507 0.563540157019875 3.98664242662569e-39 6.02040368182013e-37 34 40 40 Brain_Cerebellum ENSG00000214401 17 44270942 44274089 17q21.31
KANSL1-AS1 ENSG00000214401 5.51739346119006 0.0621740336680212 3.44064535660912e-08 0.294133429683309 0.616431676012709 8.17150285577859e-42 7.41901402758124e-39 26 33 33 Brain_Caudate_basal_ganglia ENSG00000214401 17 44270942 44274089 17q21.31
KANSL1-AS1 ENSG00000214401 4.96184618211802 0.0700316656372329 6.98262839942804e-07 0.180790390043306 0.55886596711058 1.14003662352392e-31 6.25880106314633e-29 27 35 35 Brain_Putamen_basal_ganglia ENSG00000214401 17 44270942 44274089 17q21.31
KANSL1-AS1 ENSG00000214401 5.44770068041574 0.0525306773527246 5.10251305213923e-08 0.386502956644464 0.635124700547668 2.52744714069247e-46 1.82978457651167e-43 37 48 48 Brain_Cortex ENSG00000214401 17 44270942 44274089 17q21.31
KANSL1-AS1 ENSG00000214401 4.84538081131757 0.0570420673355199 1.2636905713739e-06 0.265701529464928 0.515256877803776 3.26012987585026e-28 1.15354262107168e-25 18 22 22 Brain_Hypothalamus ENSG00000214401 17 44270942 44274089 17q21.31
KANSL1-AS1 ENSG00000214401 5.07771074115022 0.0531629754028482 3.82009685786533e-07 0.335689503388312 0.5742760571011 6.06107694893448e-39 2.59005898436202e-36 33 41 41 Brain_Nucleus_accumbens_basal_ganglia ENSG00000214401 17 44270942 44274089 17q21.31
KANSL1-AS1 ENSG00000214401 5.21252972161744 0.0723719119723437 1.86282710704261e-07 0.180871279836937 0.537125628310735 5.47267119383447e-23 2.61402775930619e-20 14 19 19 Brain_Amygdala ENSG00000214401 17 44270942 44274089 17q21.31
KANSL1-AS1 ENSG00000214401 5.04856332186198 0.0693720359381944 4.45144929764443e-07 0.193602591121644 0.411766506754806 1.44058086192027e-14 2.12751621188854e-12 32 36 36 Brain_Substantia_nigra ENSG00000214401 17 44270942 44274089 17q21.31
KANSL1-AS1 ENSG00000214401 4.61138612260403 0.041796494325545 3.99992763042369e-06 0.435948612871639 0.560685457497309 6.38251072030718e-31 3.78847600612519e-28 28 32 32 Brain_Hippocampus ENSG00000214401 17 44270942 44274089 17q21.31
KANSL1-AS1 ENSG00000214401 5.5147660924777 0.0740116331673188 3.49244134276493e-08 0.200818296174808 0.514998439770869 1.50744653725638e-24 3.05908194849704e-22 22 29 29 Brain_Anterior_cingulate_cortex_BA24 ENSG00000214401 17 44270942 44274089 17q21.31
KANSL1-AS1 ENSG00000214401 4.99261476760887 0.0614101842724573 5.95672954365719e-07 0.237522864412334 0.594356081426314 9.95699248246319e-36 6.92475637180373e-33 27 35 35 Brain_Frontal_Cortex_BA9 ENSG00000214401 17 44270942 44274089 17q21.31
KANSL1-AS1 ENSG00000214401 5.06755912537831 0.0592930891861631 4.02949361073018e-07 0.259800399645099 0.477367138403894 3.46279893959708e-19 6.23303809127474e-17 23 26 26 Brain_Spinal_cord_cervical_c-1 ENSG00000214401 17 44270942 44274089 17q21.31
LRRC37A ENSG00000176681 5.92738938006868 0.133948375945516 3.0778855094153e-09 0.0639172450965079 0.368712300207041 4.77955850179926e-14 3.14817607310942e-12 18 23 23 Brain_Spinal_cord_cervical_c-1 ENSG00000176681 17 44370099 44415160 17q21.31
LRRC37A ENSG00000176681 6.16605194673884 0.097917788602598 7.00160916343103e-10 0.127208086690527 0.627761912527932 1.93118735524647e-45 1.35150928411332e-42 31 34 34 Brain_Cortex ENSG00000176681 17 44370099 44415160 17q21.31
LRRC37A ENSG00000176681 6.45036092828964 0.0885063649359348 1.11584086691849e-10 0.180187916531216 0.645616676487028 1.61359247326207e-48 1.02639150321952e-45 34 42 42 Brain_Cerebellum ENSG00000176681 17 44370099 44415160 17q21.31
LRRC37A ENSG00000176681 6.55179883626361 0.104932601365429 5.68480886493927e-11 0.137964803985741 0.491790767866156 9.7516616775947e-26 2.70121028469373e-23 33 38 38 Brain_Hippocampus ENSG00000176681 17 44370099 44415160 17q21.31
LRRC37A ENSG00000176681 4.93362424600023 0.0920296822114971 8.071765538857e-07 0.0964869261863881 0.547300855864176 1.01262893688377e-30 4.28531908227499e-28 27 30 30 Brain_Putamen_basal_ganglia ENSG00000176681 17 44370099 44415160 17q21.31
LRRC37A ENSG00000176681 6.29211354042572 0.127405288676081 3.13172272623681e-10 0.0758272899179731 0.524904270924912 7.39041220922714e-33 1.60756862242793e-30 23 30 30 Brain_Caudate_basal_ganglia ENSG00000176681 17 44370099 44415160 17q21.31
LRRC37A ENSG00000176681 5.41640997085916 0.127681921439683 6.08075864205749e-08 0.0559071304068835 0.580416779393224 1.87244925659939e-34 9.04094229123446e-32 25 30 30 Brain_Frontal_Cortex_BA9 ENSG00000176681 17 44370099 44415160 17q21.31
LRRC37A ENSG00000176681 5.55357509221166 0.101442106121269 2.79885348084494e-08 0.0997041560104149 0.641540564538844 1.95019749528587e-46 3.14116810413775e-43 29 35 35 Brain_Nucleus_accumbens_basal_ganglia ENSG00000176681 17 44370099 44415160 17q21.31
LRRC37A ENSG00000176681 6.38171577275262 0.152458400399423 1.75114758814615e-10 0.061734077113001 0.369493485878604 7.39429401379474e-13 7.71258646677433e-11 16 19 19 Brain_Substantia_nigra ENSG00000176681 17 44370099 44415160 17q21.31
LRRC37A ENSG00000176681 5.98797681400941 0.0902510356764199 2.12467342159909e-09 0.145971891966806 0.559265014494878 1.34246245879299e-32 2.90251570778201e-30 18 22 22 Brain_Cerebellar_Hemisphere ENSG00000176681 17 44370099 44415160 17q21.31
LRRC37A2 ENSG00000238083 5.81724470417947 0.0681179669263032 5.98255316548489e-09 0.25136832000013 0.642651309924745 2.20285814220922e-39 1.16916695897754e-35 41 49 49 Brain_Hypothalamus ENSG00000238083 17 44588877 44633016 17q21.31
LRRC37A2 ENSG00000238083 5.74212887628311 0.0753193968034677 9.34936213675157e-09 0.204574344369152 0.575013398372825 4.90288709047083e-33 3.68860538773089e-30 21 27 27 Brain_Putamen_basal_ganglia ENSG00000238083 17 44588877 44633016 17q21.31
LRRC37A2 ENSG00000238083 5.64788668576166 0.0613081575744068 1.62432178370437e-08 0.300029872891437 0.640197230694339 3.00142880791242e-40 4.79212741054078e-37 40 48 48 Brain_Cerebellar_Hemisphere ENSG00000238083 17 44588877 44633016 17q21.31
LRRC37A2 ENSG00000238083 5.29406464205536 0.0533926403355502 1.19627115076496e-07 0.344272497907688 0.593137970462691 1.1933246089812e-33 1.25042358732672e-30 31 39 39 Brain_Hippocampus ENSG00000238083 17 44588877 44633016 17q21.31
LRRC37A2 ENSG00000238083 6.13988453529895 0.10437443677138 8.25814846994017e-10 0.12145616446939 0.645589097641616 1.79136776118087e-34 3.37086557169843e-31 20 27 27 Brain_Anterior_cingulate_cortex_BA24 ENSG00000238083 17 44588877 44633016 17q21.31
LRRC37A2 ENSG00000238083 5.46121349530186 0.0745610431987976 4.72890937548782e-08 0.193893838367056 0.688699332991628 1.05252962013062e-45 2.19599779944052e-41 46 56 56 Brain_Frontal_Cortex_BA9 ENSG00000238083 17 44588877 44633016 17q21.31
LRRC37A2 ENSG00000238083 6.13511114412342 0.0586331755891314 8.50996770634774e-10 0.378082203153598 0.657169192920821 5.17938166683037e-50 4.53001669035152e-47 44 51 51 Brain_Cerebellum ENSG00000238083 17 44588877 44633016 17q21.31
LRRC37A2 ENSG00000238083 6.192397913081 0.0713644465816072 5.92557284005501e-10 0.268190244172312 0.624147128568035 1.15467122428997e-42 1.15875433881041e-39 16 20 20 Brain_Caudate_basal_ganglia ENSG00000238083 17 44588877 44633016 17q21.31
LRRC37A2 ENSG00000238083 5.89498571192205 0.0736931721286941 3.74713803665609e-09 0.231778832947692 0.374712092334282 4.61159041709402e-13 5.14994347230695e-11 25 29 29 Brain_Substantia_nigra ENSG00000238083 17 44588877 44633016 17q21.31
LRRC37A2 ENSG00000238083 6.63848845344214 0.0962542745914217 3.16916167291372e-11 0.164926441770009 0.667546097744649 1.02499269450641e-49 3.06604600432426e-46 29 37 37 Brain_Nucleus_accumbens_basal_ganglia ENSG00000238083 17 44588877 44633016 17q21.31
LRRC37A2 ENSG00000238083 5.22035384146781 0.0603503401266155 1.78581597563477e-07 0.262749021681677 0.750815009267088 3.59882895508517e-63 3.77787069560065e-59 55 63 63 Brain_Cortex ENSG00000238083 17 44588877 44633016 17q21.31
LRRC37A2 ENSG00000238083 6.12383723402202 0.0843075331132639 9.13482140462049e-10 0.177984082848578 0.530697795996435 1.32151087595234e-22 5.42850237623703e-20 17 20 20 Brain_Amygdala ENSG00000238083 17 44588877 44633016 17q21.31
MAPT ENSG00000186868 -4.61391817284082 -0.164120513656424 3.95148045446866e-06 0.0278546723409884 0.0606891922741842 0.000323542676750502 0.0012590812620819 7 8 8 Brain_Cerebellum ENSG00000186868 17 43971748 44105700 17q21.31
MAPT-AS1 ENSG00000264589 -5.51990733036218 -0.196586722188612 3.39178486530974e-08 0.0277748380629073 0.0199581574028647 0.0413144188335207 0.107623599619562 16 17 17 Brain_Cerebellum ENSG00000264589 17 43876756 43973046 17q21.31
MAPT-AS1 ENSG00000264589 -6.21355669211181 -0.157872602373716 5.17985317132328e-10 0.0503979802624797 0.157599178011957 9.9886493701719e-09 1.19326645393552e-07 27 32 32 Brain_Caudate_basal_ganglia ENSG00000264589 17 43876756 43973046 17q21.31
MAPT-AS1 ENSG00000264589 -5.88620052883217 -0.0863618914844083 3.9517480429811e-09 0.165168796760807 0.356241832912496 6.97400278364473e-21 3.30381548160038e-19 30 36 36 Brain_Nucleus_accumbens_basal_ganglia ENSG00000264589 17 43876756 43973046 17q21.31
MAPT-AS1 ENSG00000264589 -5.20612866317476 -0.0814519272503516 1.92820975888317e-07 0.140209303630615 0.218533691312274 1.30208100826546e-10 3.47276128209495e-09 30 37 37 Brain_Hypothalamus ENSG00000264589 17 43876756 43973046 17q21.31
MAPT-AS1 ENSG00000264589 -5.75021216176991 -0.122270138577883 8.91315280588059e-09 0.077937547255773 0.138367274489137 1.7967391292001e-05 0.00025246240254171 13 16 16 Brain_Spinal_cord_cervical_c-1 ENSG00000264589 17 43876756 43973046 17q21.31
MAPT-IT1 ENSG00000279685 5.73914446102409 0.151857440936708 9.51560263042088e-09 0.0446158615775242 0.0381358024136927 0.037326544802366 0.22413379386295 7 8 8 Brain_Substantia_nigra ENSG00000279685 17 43973149 43976164 17q21.31
MAPT-IT1 ENSG00000279685 5.39965500975063 0.317183763135598 6.67691707600581e-08 0.00940976878709252 0.02306844525037 0.0480204515332715 0.213591909920669 8 10 10 Brain_Hypothalamus ENSG00000279685 17 43973149 43976164 17q21.31
NMT1 ENSG00000136448 -5.30151718449771 -0.103827997193334 1.14844235425304e-07 0.0865888333316704 0.12867449296815 1.09071324373151e-06 7.63278627339555e-06 25 26 26 Brain_Cerebellar_Hemisphere ENSG00000136448 17 43128978 43186384 17q21.31
NSF ENSG00000073969 -4.90278712143045 -0.414078289779828 9.44863625101351e-07 0.00512773615309747 0.179272866359104 1.68733934314984e-10 1.42416325500837e-09 12 18 18 Brain_Cerebellum ENSG00000073969 17 44668035 44834830 17q21.31
PLEKHM1 ENSG00000225190 -5.68644922677746 -0.0658244475839651 1.29707925280006e-08 0.271428466469141 0.621457422922666 1.51475698846883e-45 5.07629896393709e-43 22 27 27 Brain_Cerebellum ENSG00000225190 17 43513266 43568115 17q21.31
PLEKHM1 ENSG00000225190 5.15649642605862 0.12858839663811 2.5161328335564e-07 0.0556760166341303 0.134676416310458 4.83093056251567e-06 6.67080932044775e-05 11 15 15 Brain_Anterior_cingulate_cortex_BA24 ENSG00000225190 17 43513266 43568115 17q21.31
PLEKHM1 ENSG00000225190 -5.51815659886713 -0.142575841465884 3.42574101367428e-08 0.0529243961126302 0.529526837899326 3.9123019665828e-30 5.84199565599947e-28 18 28 28 Brain_Cerebellar_Hemisphere ENSG00000225190 17 43513266 43568115 17q21.31
SPPL2C ENSG00000185294 5.20441883937186 0.0861548327474329 1.94604649915211e-07 0.128746149115242 0.356864758024916 2.62919706679746e-18 7.63239361097176e-17 16 24 24 Brain_Cerebellar_Hemisphere ENSG00000185294 17 43922247 43924433 17q21.31
SPPL2C ENSG00000185294 4.66465786782003 0.488522099387497 3.09130932722132e-06 0.00314665183112438 0.0272780171459062 0.0289450411209614 0.112943582933933 5 11 11 Brain_Frontal_Cortex_BA9 ENSG00000185294 17 43922247 43924433 17q21.31
SPPL2C ENSG00000185294 5.74908969027071 0.0968341119535763 8.97252145126977e-09 0.125854717090442 0.357045314304112 1.28846073850145e-21 3.08041906171798e-20 15 21 21 Brain_Cerebellum ENSG00000185294 17 43922247 43924433 17q21.31
COX11 ENSG00000166260 4.76809707429369 0.0734346672652774 1.85974173914996e-06 0.13052831654865 0.336759367162024 7.57772642706675e-20 2.46657932304289e-18 14 17 17 Brain_Cortex ENSG00000166260 17 53029263 53046146 17q22
COX11 ENSG00000166260 4.85315314473919 0.0697405882730363 1.21513780389858e-06 0.147631120320712 0.243347996602907 2.71606125580574e-13 5.70591460198545e-12 17 19 19 Brain_Caudate_basal_ganglia ENSG00000166260 17 53029263 53046146 17q22
